term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
sufre,…la selva de Brasil sufre la mayor pérdida de…,Verb,él/ella/ud.,presente,sufrir,sufrirse,verbo,presente,sufrir,él/ella/ud.,sufrirse,,,,,,,,,,,en,"v.  suffer, feel pain, experience loss or harm, endure misfortune; be punished; tolerate, endure; stand, bear; allow, permit",,,,,,,,
sufrido,…la Amazonía brasileña ha sufrido pérdidas aceleradas de vegetación…,Verb,yo,pretérito perfecto compuesto,sufrir,sufrirse,verbo,yo,sufrir,pretérito perfecto compuesto,sufrirse,,,,,,,,,,,en,adj.  long-suffering; afflicted; taken,,,,,,,,
sufriendo,…los Estados Unidos están sufriendo una auténtica invasión de…,Verb,gerundio,sufrir,gerundio,verbo,sufrir,,,,,,,,,,,,,,,en,"suffering, suffer, feel pain, experience loss or harm, endure misfortune; be punished; tolerate, endure; stand, bear; allow, permit",,,,,,,,
sufrimiento,…dinero a costa del sufrimiento de,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"suffering, affliction; endurance; pain, ache; martyrdom",,,,,,,,
sufrimos,…de todo lo que sufrimos.,Verb,presente,nosotros,sufrir,sufrirse,Noun,verb,noun,nosotros,presente,sufrir,sufrirse,,,,,,,,,en,"we suffer, we suffered",,,,,,,,
sufrir,…amar sin temor a sufrir.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,suffer,,,,,,,,
sujeto,…ya tenemos al último sujeto.,Verb,yo,presente,sujetar,sujetarse,Adjective,Noun,verb,noun,adjective,presente,yo,sujetar,sujetarse,,,,,,,en,subject,,,,,,,,
sumado,"…crecimiento vertiginoso de asistentes, sumado a la limitación de…",Verb,yo,pretérito perfecto compuesto,sumar,sumarse,verbo,yo,sumar,pretérito perfecto compuesto,sumarse,,,,,,,,,,,en,added,,,,,,,,
sumariamente,…que voy a referir sumariamente.,,,,,,,,,,,,,,,,,,,,,en,summarily,,,,,,,,
suministró,…experimento donde se le suministró,Verb,pretérito perfecto simple,él/ella/ud.,suministrar,verbo,pretérito perfecto simple,suministrar,él/ella/ud.,,,,,,,,,,,,,en,"v. provide, supply; accommodate; furnish",,,,,,,,
suntuosa,"…Saville Row, sin ser suntuosa, se recomendaba por su…",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,"suntuoso adj. rich, magnificent, palatial, sumptuous",,,,,,,,
supe,Seguramente supe que era ridículo desde…,Verb,yo,pretérito perfecto simple,saber,Noun,saber,verbo,yo,pretérito perfecto simple,,,,,,,,,,,,en,I knew,,,,,,,,
superan,Los únicos países que superan a España en este…,Verb,presente,ellos/ellas/uds.,superar,superarse,verb,presente,superar,ellos/ellas/uds.,superarse,,,,,,,,,,,en,they surpass,,,,,,,,
superarme,"…YO puedo aprender a superarme a mí mismo, aprendiendo…",,,,,,,,,,,,,,,,,,,,,en,"surpass, go beyond, outgrow, overcome",,,,,,,,
superficie,…adulta completa en su superficie..,Noun,,,,,,,,,,,,,,,,,,,,en,"surface, area",,,,,,,,
superó,"…2008, año en que superó los 12.000 kilómetros cuadrados.",Verb,pretérito perfecto simple,él/ella/ud.,superar,superarse,verbo,superar,pretérito perfecto simple,él/ella/ud.,superarse,,,,,,,,,,,en,"v. surpass, exceed, be greater than; do better than, excel; go beyond, transcend; weather; overcome",,,,,,,,
supieran,…estar tranquilas si no supieran que las espinas las…,Verb,ellos/ellas/uds.,subjuntivo pretérito imperfecto,saber,verb,saber,ellos/ellas/uds.,subjuntivo pretérito imperfecto,,,,,,,,,,,,,en,they knew,,,,,,,,
supieras,Solo quería que lo supieras.,Verb,subjuntivo pretérito imperfecto,tú,saber,saber,tú,verbo,subjuntivo pretérito imperfecto,,,,,,,,,,,,,en,you would have known,,,,,,,,
supiste,Nunca supiste cuándo alejarte.,Verb,pretérito perfecto simple,tú,saber,Noun,verb,noun,saber,tú,pretérito perfecto simple,,,,,,,,,,,en,you knew,,,,,,,,
suplementario,…ramificaciones de este esqueleto suplementario recogen cada uno de…,,,,,,,,,,,,,,,,,,,,,en,"additional, backup",,,,,,,,
suplicó,"…favor, no me coma!” suplicó él.",Verb,pretérito perfecto simple,él/ella/ud.,suplicar,verb,pretérito perfecto simple,él/ella/ud.,suplicar,,,,,,,,,,,,,en,he pleaded,,,,,,,,
supone,…del caballo— que se supone es de mala suerte…,Verb,él/ella/ud.,presente,suponer,suponer,verbo,presente,él/ella/ud.,,,,,,,,,,,,,en,"suppose, presume; guess; mean; involve; pretend",,,,,,,,
suponen,"…tu idioma no te suponen ningún problema, pero que…",Verb,presente,ellos/ellas/uds.,suponer,suponer,verbo,presente,ellos/ellas/uds.,,,,,,,,,,,,,en,suppose,,,,,,,,
supongamos,el equilibrio Qué significa supongamos,Verb,imperativo,nosotros,suponer,suponer,imperativo,verbo,nosotros,,,,,,,,,,,,,en,"suppose, pretend",,,,,,,,
supuesto,"Camarera: Si, por supuesto.",Verb,yo,pretérito perfecto compuesto,suponer,Adjective,Noun,suponer,verbo,yo,pretérito perfecto compuesto,,,,,,,,,,,fr,"of course,supposed",,,,,,,,
supuestos,muchos supuestos profetas hayan indicado,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,supposed,,,,,,,,
sur,"En el sur se elaboran famosos licores,…",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,south,,,,,,,,
suscríbete,Suscríbete en elhilo. audio/ correo,Verb,imperativo,suscribirse,Noun,imperativo,verbo,suscribirse,,,,,,,,,,,,,,en,subscribe (yourself),,,,,,,,
sustos,Sustos y ya.-¿ No te…,,,,,,,,,,,,,,,,,,,,,en,"n. terror, alarm; fright, start",,,,,,,,
susurra,"…si te contuviera, te susurra para dejarte entrar.",Verb,él/ella/ud.,presente,susurrar,susurrarse,verb,presente,él/ella/ud.,susurrar,susurrarse,,,,,,,,,,,en,whispers,,,,,,,,
susurró,"…yo tengo un plan!”, susurró Gretel",Verb,pretérito perfecto simple,él/ella/ud.,susurrar,susurrarse,verb,pretérito perfecto simple,él/ella/ud.,susurrar,susurrarse,,,,,,,,,,,en,whispered,,,,,,,,
sutil,es más sutil y.... aun así lo…,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,subtle,,,,,,,,
suturó,…jardín y luego lo suturó de nuevo.,Verb,pretérito perfecto simple,él/ella/ud.,suturar,verb,pretérito perfecto simple,él/ella/ud.,suturar,,,,,,,,,,,,,en,sutured,,,,,,,,
suya,…se saldrá con la suya.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,his/her own,,,,,,,,
tablillas,en papiros tablillas de arcilla libros,Noun,noun,,,,,,,,,,,,,,,,,,,en,tablets,,,,,,,,
taciturno,"…de sus ayudantes, con taciturno despecho, se retira del…",,,,,,,,,,,,,,,,,,,,,en,"taciturn, silent, glum",,,,,,,,
tajante,…parece bastante clara. Un tajante no.,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"positive, cutting, short, unequivocal",,,,,,,,
tal,¿ Qué tal?,Adjective,Pronoun,,,,,,,,,,,,,,,,,,,en,such,,,,,,,,
tala,"…estrategia para combatir la tala ilegal, la minería y…",Verb,él/ella/ud.,presente,talar,Noun,sustantivo,verbo,presente,él/ella/ud.,talar,,,,,,,,,,,en,"felling, chopping down of trees; destruction;",,,,,,,,
tales,"Tales eran el nombre, profesión…",Verb,tú,subjuntivo presente,talar,Adjective,Noun,verb,noun,tú,adjective,subjuntivo presente,talar,,,,,,,,,en,those kinds of,,,,,,,,
tallado,"…pintura, escultura, fotografía y tallado en madera.",Verb,yo,pretérito perfecto compuesto,tallar,tallarse,verbo,yo,pretérito perfecto compuesto,tallar,tallarse,,,,,,,,,,,en,carved,,,,,,,,
tallas,"Rico, donde exhibiremos tallas en madera creadas por…",Verb,presente,tú,tallar,tallarse,Noun,sustantivo,tú,verbo,presente,tallar,tallarse,,,,,,,,,en,carvings,,,,,,,,
talvez,"SHIM estaba convencido de que el conocimiento que él tenía, que él aprendió del libro, y el conocimiento que los WIT tienen (porque ellos, los WIT saben fabricar luz—saben construir cosas) en combinación del conocimiento que él tiene, y talvez del co",Noun,,,,,,,,,,,,,,,,,,,,en,"perhaps, maybe",,,,,,,,
tamaño,Cuál es el tamaño de tu planeta,Noun,,,,,,,,,,,,,,,,,,,,en,size,,,,,,,,
también,"…Quieres follar?- Sí, eso también, pero mira.",Adverb,,,,,,,,,,,,,,,,,,,,en,also; too,,,,,,,,
tampoco,…que... con los niños tampoco no puedes... ir a…,Adverb,Noun,,,,,,,,,,,,,,,,,,,en,neither,,,,,,,,
tan,"Con tan solo verlos, te entra…",Adverb,Noun,sustantivo,adverbio,,,,,,,,,,,,,,,,,en,"adv.  such; so, this; that; as",,,,,,,,
tantas,"los toros, ¡he tenido tantas",Adjective,Pronoun,,,,,,,,,,,,,,,,,,,en,so many,,,,,,,,
tanto,"Por tanto, yo debo ser feliz…",Pronoun,Adverb,,,,,,,,,,,,,,,,,,,en,"both, so much, well",,,,,,,,
tardarán,…y pensó:« No tardarán las fieras en devorarte».,Verb,ellos/ellas/uds.,futuro,tardar,tardarse,verb,tardar,futuro,ellos/ellas/uds.,tardarse,,,,,,,,,,,en,they will take a long time,,,,,,,,
tarta,"…cena, se come la tarta y... bueno, tira los…",Noun,,,,,,,,,,,,,,,,,,,,en,Cake,,,,,,,,
tasa,…por edades y la tasa de paro.,Verb,él/ella/ud.,presente,tasar,Noun,verb,noun,presente,él/ella/ud.,tasar,,,,,,,,,,,en,rate,,,,,,,,
tasas,"…contexto actual de altas tasas de interés, el difícil…",Verb,presente,tú,tasar,Noun,sustantivo,tú,verbo,presente,tasar,,,,,,,,,,,en,rates,,,,,,,,
tecleo,tecleo],Verb,yo,presente,teclear,verbo,presente,yo,teclear,,,,,,,,,,,,,en,"typing, keyboarding",,,,,,,,
tejado,El tejado parecía que lo habían…,Verb,yo,pretérito perfecto compuesto,tejar,Noun,verb,noun,yo,pretérito perfecto compuesto,tejar,,,,,,,,,,,en,roof,,,,,,,,
tejer,Me gusta tejer y jugar a las…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to knit,,,,,,,,
tela,…tenía una gorra de tela blanda que había puesto…,Noun,noun,,,,,,,,,,,,,,,,,,,en,fabric,,,,,,,,
tema,"…terapia para trabajar el tema del amor, y lo…",Verb,él/ella/ud.,presente,imperativo,subjuntivo presente,temar,temer,temerse,Noun,imperativo,verbo,presente,subjuntivo presente,él/ella/ud.,temer,temerse,temar,,,,en,"masculino, theme",,,,,,,,
temas,…al tanto de los temas que cubrimos en nuestros…,Verb,presente,tú,subjuntivo presente,temar,temer,temerse,Noun,tú,verbo,presente,subjuntivo presente,temer,temerse,temar,,,,,,en,"topic, theme, subject",,,,,,,,
temblar,…la cocina empezó a temblar.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to tremble,,,,,,,,
temen,Convertirse en lo que temen.,Verb,presente,ellos/ellas/uds.,imperativo,temar,temer,temerse,verb,imperativo,presente,ellos/ellas/uds.,temer,temerse,temar,,,,,,,en,"dread, fear",,,,,,,,
temieron,"…no había nadie, se temieron lo peor y nos…",Verb,pretérito perfecto simple,ellos/ellas/uds.,temer,temerse,verb,pretérito perfecto simple,ellos/ellas/uds.,temer,temerse,,,,,,,,,,,en,they feared,,,,,,,,
temor,…y puedo amar sin temor a sufrir.,Noun,,,,,,,,,,,,,,,,,,,,en,fear,,,,,,,,
tempranito,"bien tempranito, te lo tomas de…",,,,,,,,,,,,,,,,,,,,,en,early,,,,,,,,
temprano,Un día muy temprano por la mañana cuando…,Adjective,Adverb,adjective,adverb,,,,,,,,,,,,,,,,,en,early,,,,,,,,
tenaz,"…una enfermedad dolorosa y tenaz, no se cansaba de…",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,tenacious,,,,,,,,
tenazas,"…calderos, las pailas, las tenazas y los anafes se…",Noun,noun,,,,,,,,,,,,,,,,,,,en,tongs,,,,,,,,
tendrá,"…dominar a esa lechuza, tendrá que irse a otra…",Verb,él/ella/ud.,futuro,tener,tenerse,verbo,tener,futuro,él/ella/ud.,tenerse,,,,,,,,,,,,,,,,,,,,
tendrán,tendrán un lugar dónde estudiar.,Verb,ellos/ellas/uds.,futuro,tener,tenerse,verb,tener,futuro,ellos/ellas/uds.,tenerse,,,,,,,,,,,en,they will have,,,,,,,,
tendremos,Tendremos una aventura juntas.,Verb,nosotros,futuro,tener,tenerse,Adjective,adjetivo,verbo,tener,nosotros,futuro,tenerse,,,,,,,,,en,we will have to,,,,,,,,
tendríamos,no tendríamos los recursos necesarios para…,Verb,condicional,nosotros,tener,tenerse,verbo,tener,nosotros,condicional,tenerse,,,,,,,,,,,en,we would have,,,,,,,,
tengamos,…de miedo sin que tengamos que aprenderla:,Verb,imperativo,nosotros,subjuntivo presente,tener,tenerse,imperativo,verbo,tener,nosotros,subjuntivo presente,tenerse,,,,,,,,,en,"tenerv. have, possess; hold; bear; carry; wear; experience; practice; meet with; travel; show",,,,,,,,
tenido,…único detalle que ha tenido la policía.,Verb,yo,pretérito perfecto compuesto,tener,tenerse,verbo,tener,yo,pretérito perfecto compuesto,tenerse,,,,,,,,,,,en,"kept, held, had",,,,,,,,
Te pone cachonda,Te pone cachonda?¿ Eh?,,,,,,,,,,,,,,,,,,,,,en,Makes you horny,,,,,,,,
tercera,…Es la tercera vez esta semana!,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,third,,,,,,,,
tercio,…de cuajo con un tercio del gasto.,Verb,yo,presente,terciar,terciarse,Noun,sustantivo,verbo,presente,yo,terciar,terciarse,,,,,,,,,en,third,,,,,,,,
terco,Terco hasta el final.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,stubborn,,,,,,,,
terminan,…al medio ambiente donde terminan su desarrollo.,Verb,presente,ellos/ellas/uds.,terminar,terminarse,verbo,presente,terminar,ellos/ellas/uds.,terminarse,,,,,,,,,,,en,stop,,,,,,,,
terminantemente,…pero sí me opongo terminantemente a vestirme como vieja.,Adverb,adverbio,,,,,,,,,,,,,,,,,,,en,strictly,,,,,,,,
terminar,Eso sí- y por terminar con una nota positiva-…,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,to finish,,,,,,,,
terratenientes,…violencia la hacen los terratenientes,Noun,noun,,,,,,,,,,,,,,,,,,,en,landowners,,,,,,,,
terraza,salido directamente a la terraza para saludar a mis,Noun,,,,,,,,,,,,,,,,,,,,en,terrace,,,,,,,,
terreno,…las operaciones en el terreno.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"ground, terrain",,,,,,,,
tesoro,Decidió ver qué otro tesoro podía encontrar.,Noun,noun,,,,,,,,,,,,,,,,,,,en,treasure,,,,,,,,
tesoros,…quedarse y buscar otros tesoros.,Noun,noun,,,,,,,,,,,,,,,,,,,en,treasures,,,,,,,,
testigo,"Señor, una testigo dijo que su pene…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,witness,,,,,,,,
testigos,…mar donde no hayan testigos,Noun,,,,,,,,,,,,,,,,,,,,en,witnesses,,,,,,,,
ti,"…también canciones, como Sin ti no soy nada, de…",Pronoun,Noun,,,,,,,,,,,,,,,,,,,en,"pron.  you; yourself, thyself (Grammar)",,,,,,,,
tía,…también puede ser una tía.,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"aunt, girl, chick",,,,,,,,
tierra,será imposible porque mi tierra es tan pequeña,Adverb,Noun,,,,,,,,,,,,,,,,,,,en,"earth, world; ground, soil",,,,,,,,
tiesos,…unos rizos apretados y tiesos que me hacen pensar…,,,,,,,,,,,,,,,,,,,,,en,"tense, tight, stiff",,,,,,,,
tijeras,"…las personas diestras. Las tijeras, abrelatas, cámaras, escritorios",Noun,noun,,,,,,,,,,,,,,,,,,,en,scissors,,,,,,,,
tijeretazo,"…concreto, hablamos de un tijeretazo anual de más de…",,,,,,,,,,,,,,,,,,,,,en,"cut, snip",,,,,,,,
tío,"Tío, que son turistas, que…",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,"guy, dude (España)",en,"uncle; guy, dude (España)",,,,,,
tíos,…casa de sus insoportables tíos el inicio del segundo…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,aunt and uncle,,,,,,,,
típica,…sopa fría de verdura típica de Andalucía el tener…,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,typical,,,,,,,,
típico,"…petardos sí, es lo típico,¿ no?",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,adj.  typical; vernacular; picturesque,,,,,,,,
tira,"…pues la gente, pues tira petardos, sale de marcha...…",Verb,él/ella/ud.,presente,tirar,tirarse,Noun,verbo,tirarse,tirar,presente,él/ella/ud.,,,,,,,,,,en,n. strip; strap,,,,,,,,
tiraba,"…sí que a veces tiraba y tal, pero ahora…",Verb,yo,indicativo pretérito imperfecto,tirar,tirarse,verbo,tirarse,tirar,yo,indicativo pretérito imperfecto,,,,,,,,,,,en,He threw,,,,,,,,
tiran,"…es... bueno es.... se tiran petardos, se encienden hogueras…",Verb,presente,ellos/ellas/uds.,tirar,tirarse,verbo,tirarse,tirar,presente,ellos/ellas/uds.,,,,,,,,,,,en,"dev. tirar: to pull, throw, toss over, draw, shoot",,,,,,,,
tirano,"El Tirano, cauto, receloso, vigila las…",Noun,,,,,,,,,,,,,,,,,,,,en,"tyrant, dictator",,,,,,,,
titula,"Este episodio se titula,“ Que tan cerca?”",Verb,él/ella/ud.,presente,titular,titularse,verbo,presente,él/ella/ud.,titular,titularse,,,,,,,,,,,en,"titled, called",,,,,,,,
toca,…los discos mexicanos que toca mi padre los domingos…,Verb,él/ella/ud.,presente,tocar,Noun,sustantivo,tocar,verbo,presente,él/ella/ud.,,,,,,,,,,,en,"turn, tuch, feel",en,"tocar v. blow; feel, touch; play;",en,"he/she/it/utd turn, touch, feel",,,,
tocara,…música sin que nadie tocara las cuerdas.,Verb,yo,subjuntivo pretérito imperfecto,tocar,verb,tocar,yo,subjuntivo pretérito imperfecto,,,,,,,,,,,,,en,would play,,,,,,,,
tocarla,"Al tocarla, la esfera se abrió…",,,,,,,,,,,,,,,,,,,,,en,"touch her, touch it",,,,,,,,
tocó,…a los que les tocó el muñeco de la…,Verb,pretérito perfecto simple,él/ella/ud.,tocar,tocar,verbo,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,en,He touched,,,,,,,,
toda,Durante toda la noche que precedió…,Pronoun,Preposition,,,,,,,,,,,,,,,,,,,en,whole,,,,,,,,
todavía,"…engañarnos, el gobierno ruso todavía puede movilizar dinero,",Adverb,Noun,sustantivo,adverbio,,,,,,,,,,,,,,,,,en,still,,,,,,,,
todo,"Había animales por todo lado, de todos los…",Pronoun,Adverb,,,,,,,,,,,,,,,,,,,en,in any case; every,,,,,,,,
todo el mundo,"…por internet, pero que todo el mundo dice y al final,",,,,,,,,,,,,,,,,,,,,,en,everybody,,,,,,,,
todopoderoso,agricultor todopoderoso que se,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,almighty,,,,,,,,
tomaban,"Los hombres, tomaban el desayuno en su…",Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,tomar,tomarse,verbo,tomar,ellos/ellas/uds.,tomarse,indicativo pretérito imperfecto,,,,,,,,,,,en,drink,,,,,,,,
tomado,"…el propio presidente, ha tomado esta decisión para lograr…",Verb,yo,pretérito perfecto compuesto,tomar,tomarse,verbo,tomar,yo,pretérito perfecto compuesto,tomarse,,,,,,,,,,,en,taken; landed; indulged,,,,,,,,
tomarlo,resulta difícil tomarlo en serio y para,,,,,,,,,,,,,,,,,,,,,en,"drink it, take it, seize it, accept; have; eat; impound; touch; understand; draw; reduce; live on",,,,,,,,
tomaron,"…padecía del corazón, se tomaron muchas precauciones antes de…",Verb,pretérito perfecto simple,ellos/ellas/uds.,tomar,tomarse,verbo,tomar,pretérito perfecto simple,ellos/ellas/uds.,tomarse,,,,,,,,,,,en,They took,,,,,,,,
tomátela,…insultos]-[ hombre]¡ Tomátela de acá!,,,,,,,,,,,,,,,,,,,,,en,Get out of here,,,,,,,,
tomo,Tomo el libro de texto…,Verb,yo,presente,tomar,tomarse,Noun,verbo,tomar,presente,yo,tomarse,,,,,,,,,,en,"I take, I drink, I eat, I have",,,,,,,,
toneladas,"…ocurre, se comprimen bajo toneladas de presión,",Noun,noun,,,,,,,,,,,,,,,,,,,en,tons,,,,,,,,
tono,…Qué tono tiene su voz?,Noun,noun,,,,,,,,,,,,,,,,,,,en,tone,,,,,,,,
tormenta,…juntado para crear una tormenta perfecta en el,Noun,noun,,,,,,,,,,,,,,,,,,,en,storm,,,,,,,,
tornillo,justo estaba destornillando un tornillo cuando de pronto escuché,Noun,,,,,,,,,,,,,,,,,,,,en,screw,,,,,,,,
tornillos,"…los clavos y los tornillos tratando de desenclavarse, y…",Noun,noun,,,,,,,,,,,,,,,,,,,en,screws,,,,,,,,
torno,…investigar más detalles en torno al caso y también…,Verb,yo,presente,tornar,tornarse,Noun,verbo,presente,yo,tornar,tornarse,,,,,,,,,,en,v.  turn down; dial; transform,,,,,,,,
torre,En esta torre están registrados al menos…,Verb,él/ella/ud.,imperativo,torrar,Noun,sustantivo,imperativo,verbo,él/ella/ud.,torrar,,,,,,,,,,,en,"n.  tower, turret; castle; steeple; rook",,,,,,,,
torta,"…es una especie de torta con frutas confitadas, piñones,…",Noun,,,,,,,,,,,,,,,,,,,,en,"scone, wheat biscuit or quick bread that is baked or cooked on a griddle",,,,,,,,
tostadas,Le gustan las tostadas con mantequilla,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,toast,,,,,,,,
total,"…pienso y siento, unión total y fusión, los celos…",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,"overall, total",,,,,,,,
totalidad,…republicanos y la práctica totalidad de los demócratas,Noun,,,,,,,,,,,,,,,,,,,,en,"entirety, totality, absoluteness",,,,,,,,
toxinas,y las toxinas del río te carcomen…,Noun,noun,,,,,,,,,,,,,,,,,,,en,toxins (n),,,,,,,,
traduce,Eso se traduce en pobreza… y en…,Verb,él/ella/ud.,presente,traducir,verb,traducir,presente,él/ella/ud.,,,,,,,,,,,,,en,it translates,,,,,,,,
traducir,…empleando términos ingleses sin traducir.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to translate,,,,,,,,
traerte,Voy a traerte una campana de cristal.,,,,,,,,,,,,,,,,,,,,,en,to bring you,,,,,,,,
traga,…Se traga sus vísceras,Verb,él/ella/ud.,presente,tragar,tragarse,verbo,presente,tragar,él/ella/ud.,tragarse,,,,,,,,,,,en,"inhales, swallows, sucks (v. tragar)",,,,,,,,
tragándola,"…constrictor come la presa, tragándola entera y pasa varios…",,,,,,,,,,,,,,,,,,,,,en,swallowing it,,,,,,,,
tragándose,"…de una boa constrictor tragándose, o sea, comiendo una…",,,,,,,,,,,,,,,,,,,,,en,swallowing,,,,,,,,
tragedia,"…No, esa es la tragedia, la consigna no ha…",Noun,noun,,,,,,,,,,,,,,,,,,,en,tragedy,,,,,,,,
traicionaste,Y me traicionaste.,Verb,pretérito perfecto simple,tú,traicionar,traicionarse,verb,tú,pretérito perfecto simple,traicionarse,traicionar,,,,,,,,,,,en,you betrayed,,,,,,,,
